2022-08-03 20:41:12,212 INFO  Logger.cs: 70 - 
2022-08-03 20:41:39,227 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _hip_module-1
2022-08-03 20:41:39,228 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _hip_module-1
2022-08-03 20:41:39,228 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _upper_leg_module-1
2022-08-03 20:41:39,228 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _upper_leg_module-1
2022-08-03 20:41:39,229 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _upper_leg_module-1
2022-08-03 20:41:39,229 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _lower_leg-1
2022-08-03 20:41:39,229 INFO  ExportHelperExtension.cs: 1136 - Found 32 in _lower_leg-1
2022-08-03 20:41:39,230 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _lower_leg-1
2022-08-03 20:41:42,797 INFO  SwAddin.cs: 339 - Loading config tree
2022-08-03 20:41:42,800 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-08-03 20:41:42,803 INFO  SwAddin.cs: 344 - Showing property manager
2022-08-03 20:41:52,896 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:41:54,262 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:42:33,763 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:42:50,340 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:43:21,618 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:43:22,430 INFO  ExportPropertyManager.cs: 1030 - OnGroupExpand called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:43:24,717 INFO  ExportPropertyManager.cs: 1030 - OnGroupExpand called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:43:49,774 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:44:03,300 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 20:44:06,549 WARN  ExportPropertyManager.cs: 334 - Loading a configuration with an incomplete export
2022-08-03 20:44:20,936 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-08-03 20:44:28,815 INFO  ExportHelperExtension.cs: 347 - Creating joint upper_leg
2022-08-03 20:44:28,821 INFO  ExportHelperExtension.cs: 1397 - Fixing components for hip_module
2022-08-03 20:44:28,822 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-08-03 20:44:28,822 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2022-08-03 20:44:31,755 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2022-08-03 20:44:31,756 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-08-03 20:44:31,756 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-08-03 20:44:31,756 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-08-03 20:44:38,499 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent hip_module to child upper_leg failed
2022-08-03 20:44:39,618 INFO  ExportHelperExtension.cs: 347 - Creating joint lower_leg
2022-08-03 20:44:39,618 INFO  ExportHelperExtension.cs: 1397 - Fixing components for upper_leg
2022-08-03 20:44:39,618 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2022-08-03 20:44:39,619 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-08-03 20:44:39,619 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2022-08-03 20:44:42,462 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2022-08-03 20:44:42,462 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-08-03 20:44:42,462 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-08-03 20:44:42,463 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-08-03 20:44:42,463 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 28
2022-08-03 20:44:51,746 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent upper_leg to child lower_leg failed
2022-08-03 20:44:51,889 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 2dof_leg_module
2022-08-03 20:44:51,892 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 2dof_leg_module
2022-08-03 20:44:51,892 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in 2dof_leg_module
2022-08-03 20:44:51,893 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 20:44:51,893 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-08-03 20:44:51,893 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _hip_module-1
2022-08-03 20:44:51,894 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _hip_module-1
2022-08-03 20:44:51,894 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _hip_module-1
2022-08-03 20:44:51,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _upper_leg_module-1
2022-08-03 20:44:51,895 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _upper_leg_module-1
2022-08-03 20:44:51,895 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _upper_leg_module-1
2022-08-03 20:44:51,896 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _lower_leg-1
2022-08-03 20:44:51,896 INFO  ExportHelperExtension.cs: 1136 - Found 32 in _lower_leg-1
2022-08-03 20:44:51,896 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _lower_leg-1
2022-08-03 20:44:51,897 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 2dof_leg_module
2022-08-03 20:44:51,897 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 2dof_leg_module
2022-08-03 20:44:51,897 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in 2dof_leg_module
2022-08-03 20:44:51,898 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 20:44:51,898 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-08-03 20:44:51,898 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _hip_module-1
2022-08-03 20:44:51,898 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _hip_module-1
2022-08-03 20:44:51,899 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _hip_module-1
2022-08-03 20:44:51,899 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _upper_leg_module-1
2022-08-03 20:44:51,899 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _upper_leg_module-1
2022-08-03 20:44:51,900 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _upper_leg_module-1
2022-08-03 20:44:51,900 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _lower_leg-1
2022-08-03 20:44:51,901 INFO  ExportHelperExtension.cs: 1136 - Found 32 in _lower_leg-1
2022-08-03 20:44:51,901 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _lower_leg-1
2022-08-03 20:44:51,927 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-08-03 21:03:41,197 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
